"Date","Temp","Q","P","E"
"9/5/2006",15.8,0.768,0.5,2.6
"9/6/2006",19,0.556,0.1,3
"9/7/2006",14.1,4.817,46,2.4
"9/8/2006",11.3,5.932,4.8,2
"9/9/2006",13,2.236,1.1,2.2
"9/10/2006",15.2,1.728,0,2.4
"9/11/2006",16.5,1.882,5,2.6
"9/12/2006",15.7,1.957,13.1,2.5
"9/13/2006",12.9,3.115,26,2.1
"9/14/2006",10.5,8.098,7,1.8
"9/15/2006",10,6.6,3.4,1.7
"9/16/2006",7.8,7.362,19.2,1.5
"9/17/2006",7.2,11.466,2.5,1.4
"9/18/2006",6.5,9.148,1.9,1.3
"9/19/2006",7.6,7.779,1,1.4
"9/20/2006",9.8,7.979,16.9,1.6
"9/21/2006",10,11.309,3.1,1.6
"9/22/2006",13,8.7,7.3,1.9
"9/23/2006",15.4,9.104,4.9,2.2
"9/24/2006",15.4,8.376,0,2.2
"9/25/2006",14.3,6.808,0,2
"9/26/2006",13.2,6.03,0.4,1.9
"9/27/2006",12.9,5.136,1.6,1.8
"9/28/2006",13,4.756,0,1.8
"9/29/2006",13.1,4.281,9.7,1.8
"9/30/2006",14.5,5.681,3.1,1.9
"10/1/2006",15.8,5.049,6.1,2
"10/2/2006",14.8,4.996,10.4,1.9
"10/3/2006",12.5,7.915,2.5,1.6
"10/4/2006",8.2,6.487,0,1.2
"10/5/2006",5.5,5.413,0,1
"10/6/2006",5.1,4.798,0,0.9
"10/7/2006",5.1,4.43,0,0.9
"10/8/2006",5.9,4.173,0,1
"10/9/2006",8.8,3.831,0,1.2
"10/10/2006",12.2,3.597,0,1.5
"10/11/2006",14.1,3.292,0,1.6
"10/12/2006",14.9,3.061,1.4,1.7
"10/13/2006",13.9,2.823,0,1.6
"10/14/2006",14.8,2.594,0,1.6
"10/15/2006",12.9,2.44,0,1.4
"10/16/2006",11.5,2.432,0,1.3
"10/17/2006",9,2.339,0.1,1.1
"10/18/2006",10.3,2.233,0,1.2
"10/19/2006",10,2.838,32.3,1.1
"10/20/2006",10,9.201,20.2,1.1
"10/21/2006",9.9,10.851,0.1,1.1
"10/22/2006",12.3,7.832,9.3,1.3
"10/23/2006",11.1,8.765,3.2,1.2
"10/24/2006",9.6,7.488,2.3,1
"10/25/2006",9.4,7.675,10.1,1
"10/26/2006",7.2,11.052,4.6,0.8
"10/27/2006",7.7,10.724,10.4,0.9
"10/28/2006",7.1,11.792,4.4,0.8
"10/29/2006",7.1,12.122,0.9,0.8
"10/30/2006",12.4,10.649,0,1.1
"10/31/2006",13.3,9.558,2,1.2
"11/1/2006",9.7,8.828,0,1
"11/2/2006",10.9,7.892,0,1
"11/3/2006",13.4,7.089,0.3,1.1
"11/4/2006",13.6,7.204,21.2,1.1
"11/5/2006",11.1,16.381,14.9,1
"11/6/2006",7.4,17.821,0,0.7
"11/7/2006",7.1,15.979,0,0.7
"11/8/2006",8.5,12.612,0,0.8
"11/9/2006",8.7,13.301,7.1,0.8
"11/10/2006",8.1,10.268,13.9,0.7
"11/11/2006",7.3,13.745,0.8,0.7
"11/12/2006",7,11.132,1.4,0.7
"11/13/2006",7.5,12.056,1.3,0.7
"11/14/2006",7.8,8.788,0,0.7
"11/15/2006",10.5,10.457,3.3,0.8
"11/16/2006",8.7,8.138,1.3,0.7
"11/17/2006",6.8,9.608,1.6,0.6
"11/18/2006",8,6.541,35.8,0.7
"11/19/2006",11.1,28.477,0.2,0.8
"11/20/2006",11.6,23.845,0,0.8
"11/21/2006",9.4,20.084,0.4,0.7
"11/22/2006",7.3,16.986,0.1,0.6
"11/23/2006",5.9,14.959,0,0.5
"11/24/2006",7.1,10.833,0,0.6
"11/25/2006",7.2,10.503,0,0.6
"11/26/2006",5.9,7.128,0.3,0.5
"11/27/2006",7.5,6.88,1.7,0.6
"11/28/2006",5.8,6.254,0,0.5
"11/29/2006",6.4,5.955,0,0.5
"11/30/2006",5,6.258,0,0.4
"12/1/2006",4.6,5.649,0,0.4
"12/2/2006",8.1,7.037,0,0.6
"12/3/2006",10,4.48,0.3,0.7
"12/4/2006",12.3,3.034,5.1,0.8
"12/5/2006",9.7,6.037,3.4,0.6
"12/6/2006",5.4,4.916,0,0.5
"12/7/2006",6.1,4.461,1.5,0.5
"12/8/2006",6.9,3.8,5,0.5
"12/9/2006",9.5,6.33,12.4,0.6
"12/10/2006",8.4,8.036,0.4,0.6
"12/11/2006",8.4,5.106,1.1,0.6
"12/12/2006",6.7,6.353,0.1,0.5
"12/13/2006",4.6,5.372,0.2,0.4
"12/14/2006",4.8,4.96,2.1,0.4
"12/15/2006",0,4.816,0.1,0.2
"12/16/2006",2.1,5.155,0.1,0.3
"12/17/2006",3.4,4.082,0.1,0.3
"12/18/2006",4,3.671,3.1,0.4
"12/19/2006",3.7,4.67,2.4,0.4
"12/20/2006",2,4.29,4.3,0.3
"12/21/2006",0,5.234,0.4,0.2
"12/22/2006",-1.4,4.24,0,0.1
"12/23/2006",-1.5,4.836,0,0.2
"12/24/2006",-2.9,4.244,0.1,0.1
"12/25/2006",-3.3,2.732,0,0.1
"12/26/2006",0.5,3.434,1.5,0.2
"12/27/2006",6.5,3.613,5.9,0.5
"12/28/2006",8.4,4.889,0,0.5
"12/29/2006",6.5,3.741,9.2,0.5
"12/30/2006",6.6,6.245,15.3,0.5
"12/31/2006",4.5,10.689,8.8,0.4
"1/1/2007",0.5,12.869,5.6,0.2
"1/2/2007",-2.7,11.516,1.3,0.1
"1/3/2007",-2.4,10.77,0.6,0.1
"1/4/2007",-5.9,8.805,0,0
"1/5/2007",-8.6,8.551,4.9,0
"1/6/2007",-1.5,9.21,10.2,0.2
"1/7/2007",-0.2,6.524,2.2,0.2
"1/8/2007",-0.6,6.956,11.1,0.2
"1/9/2007",1.5,11.103,3.4,0.3
"1/10/2007",4.3,16.618,17.1,0.4
"1/11/2007",3.7,40.707,6.3,0.4
"1/12/2007",-1.2,38.585,2,0.2
"1/13/2007",-2.3,28.761,0.5,0.1
"1/14/2007",-1,22.422,0.4,0.2
"1/15/2007",0.9,19.012,0,0.3
"1/16/2007",1.7,16.71,0,0.3
"1/17/2007",5.3,14.686,0,0.5
"1/18/2007",4.5,14.424,20.6,0.5
"1/19/2007",2.8,17.525,0.9,0.4
"1/20/2007",4.4,16.957,6.1,0.5
"1/21/2007",4.8,15.341,0.5,0.5
"1/22/2007",9.4,12.092,1.2,0.7
"1/23/2007",7.2,13.116,15,0.6
"1/24/2007",4.3,19.22,4.9,0.5
"1/25/2007",10.3,18.356,0.4,0.8
"1/26/2007",6.3,18.357,8.4,0.6
"1/27/2007",3.1,18.242,0.2,0.4
"1/28/2007",7.1,16.6,3.2,0.6
"1/29/2007",7.4,15.785,9,0.7
"1/30/2007",6.1,17.212,4.3,0.6
"1/31/2007",2.3,16.647,0,0.4
"2/1/2007",6.6,15.643,3.5,0.7
"2/2/2007",4.8,13.795,0.6,0.5
"2/3/2007",3.1,12.945,0,0.5
"2/4/2007",5.9,10.188,7.5,0.6
"2/5/2007",8.4,11.602,3.6,0.8
"2/6/2007",7.6,11.503,0.1,0.8
"2/7/2007",8.9,10.282,0,0.9
"2/8/2007",7.8,9.753,9.8,0.8
"2/9/2007",5.2,11.369,1.3,0.6
"2/10/2007",5.1,12.398,4.5,0.6
"2/11/2007",7.2,10.337,4,0.8
"2/12/2007",8.2,10.965,0,0.9
"2/13/2007",7.3,9.704,8.8,0.8
"2/14/2007",5.6,12.216,1.3,0.7
"2/15/2007",11.4,11.109,6.4,1.1
"2/16/2007",7.2,10.681,4.4,0.9
"2/17/2007",6,12.224,25,0.8
"2/18/2007",2.3,21.65,1.9,0.5
"2/19/2007",4.4,20.715,0,0.7
"2/20/2007",9.6,18.308,0,1.1
"2/21/2007",5.8,15.829,4,0.8
"2/22/2007",1,15.116,0.1,0.4
"2/23/2007",2.3,13.701,6.2,0.6
"2/24/2007",7.1,13.795,14.9,1
"2/25/2007",7.7,19.102,12.1,1
"2/26/2007",1.7,22.149,3.6,0.5
"2/27/2007",0.1,20.412,0,0.4
"2/28/2007",3.1,18.04,0,0.7
"3/1/2007",5.5,16.211,0.1,0.9
"3/2/2007",5.6,15.378,3.5,0.9
"3/3/2007",2.9,15.683,8.5,0.7
"3/4/2007",-0.3,12.081,0.8,0.4
"3/5/2007",2.1,10.157,13,0.6
"3/6/2007",1.8,13.935,3,0.6
"3/7/2007",2.2,13.312,1.2,0.7
"3/8/2007",3.5,12.562,2.4,0.8
"3/9/2007",2.8,11.457,0,0.7
"3/10/2007",6.1,10.866,0,1
"3/11/2007",9.1,6.081,0,1.3
"3/12/2007",8.8,8.543,0,1.3
"3/13/2007",6.1,8.3,0,1.1
"3/14/2007",4,8.427,0.8,0.9
"3/15/2007",3.5,6.443,7.6,0.8
"3/16/2007",3.3,6.405,0,0.9
"3/17/2007",8.2,5.429,6.3,1.3
"3/18/2007",9.4,6.992,5.7,1.5
"3/19/2007",7.9,9.416,14.9,1.3
"3/20/2007",2.5,11.803,0.4,0.8
"3/21/2007",1.7,12.902,0,0.7
"3/22/2007",2.3,9.089,0,0.8
"3/23/2007",5.6,8.913,0,1.2
"3/24/2007",9.7,9.734,0,1.6
"3/25/2007",7.4,6.626,0.7,1.4
"3/26/2007",8.1,7.938,1.3,1.5
"3/27/2007",4.1,6.646,11.2,1
"3/28/2007",0.4,9.555,10.3,0.6
"3/29/2007",2.9,9.985,3.7,0.9
"3/30/2007",0.3,10.893,0.1,0.6
"3/31/2007",1,7.998,1.3,0.7
"4/1/2007",6.5,6.236,0.8,1.4
"4/2/2007",9.9,6.971,0,1.8
"4/3/2007",12.2,6.195,0,2.1
"4/4/2007",13.8,6.237,0,2.3
"4/5/2007",12,6.282,0,2.1
"4/6/2007",10.6,5.431,0,2
"4/7/2007",9.8,4.816,0,1.9
"4/8/2007",8.2,3.455,0,1.7
"4/9/2007",4.6,3.433,0,1.3
"4/10/2007",6,3.436,0,1.4
"4/11/2007",7.8,3.523,0,1.7
"4/12/2007",9.9,3.355,0,2
"4/13/2007",7.2,3.092,0,1.6
"4/14/2007",6.2,2.694,0,1.5
"4/15/2007",6.4,2.98,3.4,1.5
"4/16/2007",5,2.232,0,1.4
"4/17/2007",7.9,2.565,0.2,1.8
"4/18/2007",9.9,2.506,0.4,2.1
"4/19/2007",6.3,2.426,7.8,1.6
"4/20/2007",4.7,2.738,0.3,1.4
"4/21/2007",5.4,2.446,8.1,1.5
"4/22/2007",7.6,2.459,0.4,1.8
"4/23/2007",6.6,2.362,5.3,1.7
"4/24/2007",5.5,2.588,7.8,1.5
"4/25/2007",5.5,3.413,20.4,1.5
"4/26/2007",7,5.861,13.8,1.8
"4/27/2007",8.7,7.85,4.1,2
"4/28/2007",10.8,9.382,1.3,2.3
"4/29/2007",11.8,9.549,8.4,2.5
"4/30/2007",9.3,9.399,1.8,2.1
"5/1/2007",10.5,8.502,0,2.4
"5/2/2007",13.9,7.69,0,2.9
"5/3/2007",16.6,6.994,0,3.3
"5/4/2007",17.4,6.095,0,3.4
"5/5/2007",17.7,5.347,0,3.5
"5/6/2007",18.2,4.604,0,3.6
"5/7/2007",16,4.382,2.2,3.3
"5/8/2007",17.7,4.269,0,3.6
"5/9/2007",13.2,3.659,0,2.9
"5/10/2007",11.2,3.34,0,2.5
"5/11/2007",10.8,3.132,2.4,2.5
"5/12/2007",10.6,3.222,16.4,2.5
"5/13/2007",3,3.873,20.9,1.3
"5/14/2007",4.6,6.22,0,1.5
"5/15/2007",6.4,6.386,4.3,1.8
"5/16/2007",10.6,6.341,6.2,2.5
"5/17/2007",11.1,6.88,6.1,2.6
"5/18/2007",9.4,6.874,4.8,2.4
"5/19/2007",7.3,7.226,0.2,2
"5/20/2007",8.4,6.491,0,2.2
"5/21/2007",10.1,5.803,0,2.5
"5/22/2007",12.6,5.272,0,2.9
"5/23/2007",15.5,5.046,0,3.4
"5/24/2007",15.6,4.43,0.1,3.4
"5/25/2007",14.1,3.892,9.5,3.2
"5/26/2007",12.2,4.358,0.3,2.9
"5/27/2007",16,3.996,0,3.6
"5/28/2007",20.3,3.407,14.8,4.3
"5/29/2007",13.3,3.455,6.7,3.1
"5/30/2007",12,4.45,1,2.9
"5/31/2007",9.9,4.171,21.1,2.6
"6/1/2007",11.8,5.89,0,2.9
"6/2/2007",12.8,7.144,0.1,3
"6/3/2007",13,7.62,5.4,3.1
"6/4/2007",13.1,7.879,1.5,3.1
"6/5/2007",11.5,7.326,0.1,2.8
"6/6/2007",11.9,6.664,0,2.9
"6/7/2007",13.3,5.823,0,3.2
"6/8/2007",13.2,5.192,11.6,3.1
"6/9/2007",12.7,5.29,0,3.1
"6/10/2007",11.3,5.04,1.5,2.8
"6/11/2007",9.6,4.313,1.6,2.5
"6/12/2007",10.7,4.313,1.9,2.7
"6/13/2007",9.6,3.911,1.2,2.5
"6/14/2007",9.7,3.646,0,2.5
"6/15/2007",11.1,3.58,0,2.8
"6/16/2007",13.6,3.458,0,3.2
"6/17/2007",16.8,3.13,4.2,3.8
"6/18/2007",14.7,2.764,4.3,3.5
"6/19/2007",17.7,2.947,0,3.9
"6/20/2007",20.3,2.501,7.4,4.4
"6/21/2007",19.8,2.25,3,4.3
"6/22/2007",16.2,2.25,0,3.7
"6/23/2007",11,2.24,0,2.8
"6/24/2007",12.7,2.073,0.6,3.1
"6/25/2007",15,1.784,0,3.5
"6/26/2007",18.1,1.677,0,4
"6/27/2007",20,1.555,0.5,4.4
"6/28/2007",21.7,1.438,3.8,4.6
"6/29/2007",21.2,1.407,0,4.5
"6/30/2007",22.5,1.4,1,4.8
"7/1/2007",20.4,1.366,6.9,4.4
"7/2/2007",19.3,1.407,17.6,4.2
"7/3/2007",16.3,1.517,5.3,3.7
"7/4/2007",14.8,1.815,0.4,3.4
"7/5/2007",16,1.89,0,3.6
"7/6/2007",16.8,1.768,0,3.8
"7/7/2007",19.2,1.562,0,4.2
"7/8/2007",21.4,1.39,0.3,4.5
"7/9/2007",23.6,1.232,0,4.9
"7/10/2007",23.2,1.067,5.3,4.8
"7/11/2007",18.4,0.916,8.2,4
"7/12/2007",19.1,1.144,0,4.1
"7/13/2007",19.3,1.28,13.6,4.1
"7/14/2007",18.3,1.502,0.4,4
"7/15/2007",18.6,1.625,6.6,4
"7/16/2007",17,1.728,0.1,3.7
"7/17/2007",18.4,1.728,0,3.9
"7/18/2007",19.3,1.674,0,4.1
"7/19/2007",21.8,1.291,0,4.5
"7/20/2007",25.8,1.133,0,5.1
"7/21/2007",27.1,1.012,0,5.3
"7/22/2007",19.4,0.752,1.6,4
"7/23/2007",17.2,0.624,0,3.7
"7/24/2007",19,0.615,0,4
"7/25/2007",23.6,0.613,0,4.7
"7/26/2007",22.8,0.563,8.8,4.6
"7/27/2007",19,0.512,0,3.9
"7/28/2007",18.3,0.508,0,3.8
"7/29/2007",20.3,0.508,0,4.1
"7/30/2007",21.1,0.462,0,4.2
"7/31/2007",20.8,0.389,2.8,4.1
"8/1/2007",21.9,0.336,0,4.3
"8/2/2007",23.6,0.325,0,4.5
"8/3/2007",22.6,0.32,0,4.3
"8/4/2007",22.9,0.263,0,4.4
"8/5/2007",22.6,0.212,0.9,4.3
"8/6/2007",18.5,0.266,11.7,3.7
"8/7/2007",16.6,0.293,6.6,3.3
"8/8/2007",14.2,0.332,8.4,3
"8/9/2007",15.6,0.453,0,3.1
"8/10/2007",19.1,0.546,0,3.7
"8/11/2007",19.4,0.606,9.2,3.7
"8/12/2007",21.6,0.669,0.4,4
"8/13/2007",19.4,0.774,1.8,3.6
"8/14/2007",17.6,0.733,0,3.4
"8/15/2007",16.7,0.629,0,3.2
"8/16/2007",18.3,0.602,0,3.4
"8/17/2007",18.1,0.509,0,3.4
"8/18/2007",17.9,0.421,0,3.3
"8/19/2007",19.7,0.41,0,3.6
"8/20/2007",19.3,0.41,0.7,3.5
"8/21/2007",19.2,0.41,0.4,3.4
"8/22/2007",18.6,0.41,0.1,3.3
"8/23/2007",18.7,0.413,14.7,3.3
"8/24/2007",17.1,0.438,2.8,3.1
"8/25/2007",16.5,0.469,0.3,3
"8/26/2007",17.3,0.495,0,3.1
"8/27/2007",15.9,0.425,4.4,2.8
"8/28/2007",12.4,0.421,0,2.3
"8/29/2007",12.8,0.47,1.1,2.4
"8/30/2007",11.7,0.356,0.2,2.2
"8/31/2007",11.1,0.398,0.3,2.1
"9/1/2007",11.6,0.398,0,2.2
"9/2/2007",12.3,0.335,0.3,2.3
"9/3/2007",12.7,0.328,5.4,2.3
"9/4/2007",11.6,0.383,0,2.1
"9/5/2007",12.8,0.335,0.3,2.3
"9/6/2007",15.6,0.325,2.4,2.6
"9/7/2007",16.6,0.335,12.9,2.7
"9/8/2007",14.4,0.387,4.1,2.4
"9/9/2007",14.3,0.335,0.1,2.3
"9/10/2007",16.4,0.355,17.9,2.6
"9/11/2007",14.9,0.587,2.1,2.4
"9/12/2007",12.1,0.89,15.8,2
"9/13/2007",11.6,0.982,0,1.9
"9/14/2007",11.8,1.02,1.5,2
"9/15/2007",11.9,1.06,5.1,2
"9/16/2007",11.5,1.249,2.9,1.9
"9/17/2007",12.5,1.35,11.7,2
"9/18/2007",12.1,2,19.3,1.9
"9/19/2007",11.6,6.2,13.6,1.9
"9/20/2007",10.1,7.1,5.4,1.7
"9/21/2007",9.8,5.7,0.2,1.6
"9/22/2007",10.3,4.8,0,1.6
"9/23/2007",11.1,4,0,1.7
"9/24/2007",11.7,4.7,10.6,1.7
"9/25/2007",7.9,4.8,0.7,1.3
"9/26/2007",9.3,3.1,0,1.5
"9/27/2007",11.2,2.6,3.6,1.6
"9/28/2007",8.6,2.4,0,1.4
"9/29/2007",6.3,3.063,0,1.1
"9/30/2007",8.8,2.827,0.3,1.3
"10/1/2007",12.8,2.988,0.6,1.7
"10/2/2007",14.9,3.134,4.7,1.9
"10/3/2007",16.5,2.627,0.4,2
"10/4/2007",16.8,2.632,14.6,2
"10/5/2007",12.1,3.262,6.2,1.6
"10/6/2007",12,3.939,0,1.5
"10/7/2007",13.7,2.879,0,1.7
"10/8/2007",14.4,2.137,0,1.7
"10/9/2007",16,2.068,0,1.8
"10/10/2007",15.6,2.068,0,1.8
"10/11/2007",14.9,2.065,0,1.7
"10/12/2007",14.5,1.89,0,1.6
"10/13/2007",14.2,1.677,0.4,1.6
"10/14/2007",14.6,1.772,2.8,1.6
"10/15/2007",13.8,1.728,1,1.5
"10/16/2007",12.5,1.648,0,1.4
"10/17/2007",13,1.506,0,1.4
"10/18/2007",13.4,1.25,0.5,1.4
"10/19/2007",13.7,1.083,0.1,1.4
"10/20/2007",9.2,1.188,0,1.1
"10/21/2007",7.9,1.367,0,1
"10/22/2007",8.5,1.432,0,1
"10/23/2007",11.7,1.183,0,1.2
"10/24/2007",12.9,1.058,0.1,1.3
"10/25/2007",12.5,0.98,1.8,1.2
"10/26/2007",14.1,1.119,0.5,1.3
"10/27/2007",15.5,1.119,3.6,1.4
"10/28/2007",14.4,1.376,3.9,1.3
"10/29/2007",13.1,1.296,4.1,1.2
"10/30/2007",11.5,1.583,1.8,1.1
"10/31/2007",10.6,1.811,0.1,1
"11/1/2007",8.8,1.566,1.4,0.9
"11/2/2007",5.5,1.323,0.5,0.7
"11/3/2007",5,1.562,0.4,0.6
"11/4/2007",1.6,1.466,0,0.4
"11/5/2007",-1.6,1.16,0,0.2
"11/6/2007",-0.7,1.187,0,0.2
"11/7/2007",2.9,1.277,0,0.5
"11/8/2007",3,1.35,0,0.5
"11/9/2007",3.7,1.673,0,0.5
"11/10/2007",10.7,1.654,0.3,0.9
"11/11/2007",14.3,1.479,0,1.1
"11/12/2007",12.6,1.074,15.5,1
"11/13/2007",7.2,2.002,0,0.7
"11/14/2007",6.7,2.068,0,0.6
"11/15/2007",9,1.968,5.4,0.7
"11/16/2007",11.1,2.228,6,0.8
"11/17/2007",6.4,3.401,12.1,0.6
"11/18/2007",-1.3,4.726,0,0.2
"11/19/2007",-2.4,3.981,0,0.1
"11/20/2007",0.2,3.108,0,0.3
"11/21/2007",3.7,2.282,1.4,0.4
"11/22/2007",6,2.199,0.7,0.5
"11/23/2007",6.2,1.808,0.9,0.5
"11/24/2007",6.8,1.585,0,0.6
"11/25/2007",8.2,1.714,0,0.6
"11/26/2007",7.2,1.911,18.5,0.6
"11/27/2007",3.4,3.509,0,0.4
"11/28/2007",1.5,3.511,0,0.3
"11/29/2007",0.5,3.308,0,0.3
"11/30/2007",2.8,2.545,0,0.3
"12/1/2007",3.6,3.041,0.1,0.4
"12/2/2007",4.5,2.779,3,0.4
"12/3/2007",6.1,2.557,1.2,0.5
"12/4/2007",2.3,3.13,0,0.3
"12/5/2007",-1.7,3.008,0,0.2
"12/6/2007",-2.1,2.792,1.8,0.1
"12/7/2007",-1.3,2.662,3.5,0.2
"12/8/2007",2.9,2.814,1.4,0.3
"12/9/2007",4.7,2.647,0,0.4
"12/10/2007",0.8,2.345,0,0.2
"12/11/2007",-1.2,2.273,0,0.1
"12/12/2007",-2,2.257,0,0.1
"12/13/2007",-3,2.038,2.6,0.1
"12/14/2007",-4.4,1.597,1.1,0
"12/15/2007",-2.8,1.572,0.6,0.1
"12/16/2007",2.3,1.831,12.4,0.3
"12/17/2007",5.8,2.571,6,0.4
"12/18/2007",2.6,5.099,0,0.3
"12/19/2007",0.4,4.605,0,0.2
"12/20/2007",5.3,4.705,0.3,0.4
"12/21/2007",6.7,3.453,0.1,0.5
"12/22/2007",10,2.401,1.1,0.6
"12/23/2007",10.1,2.062,6.4,0.6
"12/24/2007",10.4,2.264,5.4,0.6
"12/25/2007",8.1,3.674,16,0.5
"12/26/2007",-0.7,9.188,7.6,0.2
"12/27/2007",-4.1,9.26,0.3,0
"12/28/2007",-3.4,7.659,1.9,0.1
"12/29/2007",0.1,7.688,3.3,0.2
"12/30/2007",5.5,6.613,8,0.4
"12/31/2007",6.9,10.979,14.5,0.5
"1/1/2008",5.7,18.188,8.6,0.5
"1/2/2008",5.6,20.819,20.1,0.5
"1/3/2008",2.1,34.496,0,0.3
"1/4/2008",1.6,25.4,0,0.3
"1/5/2008",5.4,20.765,10.6,0.4
"1/6/2008",5.9,22.601,4,0.5
"1/7/2008",7,19.513,3.6,0.5
"1/8/2008",5.3,17.368,0.3,0.4
"1/9/2008",8.7,12.991,3.7,0.6
"1/10/2008",6.1,12.707,7.6,0.5
"1/11/2008",7.3,13.571,1.2,0.6
"1/12/2008",6.2,10.23,4.1,0.5
"1/13/2008",5.2,9.008,0.3,0.5
"1/14/2008",6.3,6.985,0.2,0.5
"1/15/2008",6.5,10.682,0,0.5
"1/16/2008",1.9,6.256,0,0.3
"1/17/2008",0.8,6.161,0,0.3
"1/18/2008",-0.3,5.61,0,0.2
"1/19/2008",-1.3,5.909,0,0.2
"1/20/2008",1.1,4.768,0,0.3
"1/21/2008",5.7,3.26,0,0.5
"1/22/2008",6.6,5.285,1.3,0.6
"1/23/2008",8.1,4.166,0.4,0.7
"1/24/2008",4.3,4.057,0,0.5
"1/25/2008",2.6,3.44,1.1,0.4
"1/26/2008",4,3.642,0.7,0.5
"1/27/2008",4.1,3.223,0,0.5
"1/28/2008",2,2.54,5.2,0.4
"1/29/2008",2.9,4.834,0,0.4
"1/30/2008",-0.6,3.088,0,0.2
"1/31/2008",-1.8,2.838,0,0.2
"2/1/2008",0.6,2.855,2,0.3
"2/2/2008",3.7,2.797,3.6,0.5
"2/3/2008",0.5,2.89,0.2,0.3
"2/4/2008",-1.9,2.619,0.8,0.2
"2/5/2008",-5.3,2.54,0.6,0
"2/6/2008",-2,2.473,7.4,0.2
"2/7/2008",0.8,2.99,12.4,0.4
"2/8/2008",-1.1,4.054,0.9,0.3
"2/9/2008",-0.9,3.858,0,0.3
"2/10/2008",3.4,3.494,0.4,0.6
"2/11/2008",3.1,4.106,3.3,0.6
"2/12/2008",4.5,5.683,13.7,0.6
"2/13/2008",1.7,11.159,4.4,0.5
"2/14/2008",-1.3,11.848,1.3,0.2
"2/15/2008",-1.7,8.557,0,0.2
"2/16/2008",-0.4,10.469,1.7,0.3
"2/17/2008",3.2,6.344,0.3,0.6
"2/18/2008",3.4,6.516,8.2,0.6
"2/19/2008",0.3,10.989,5.4,0.4
"2/20/2008",-4.6,8.284,6,0.1
"2/21/2008",-5,9.103,2.4,0
"2/22/2008",-6.7,7.252,1.2,0
"2/23/2008",-2.3,9.516,1.9,0.2
"2/24/2008",0.3,5.764,0,0.4
"2/25/2008",5.3,5.203,0,0.8
"2/26/2008",5.4,9.297,5.2,0.8
"2/27/2008",3.5,10.54,7.6,0.7
"2/28/2008",5.1,15.694,0,0.8
"2/29/2008",3.6,12.939,0,0.7
"3/1/2008",0.7,13.023,2,0.5
"3/2/2008",0.6,10.165,0.4,0.5
"3/3/2008",-1.9,10.61,0.1,0.3
"3/4/2008",-1.4,8.006,0,0.3
"3/5/2008",0.2,9.65,0.3,0.4
"3/6/2008",-0.5,6.043,0.2,0.4
"3/7/2008",-0.2,5.91,0.1,0.4
"3/8/2008",4.9,4.993,0,0.9
"3/9/2008",5.4,5.137,0,1
"3/10/2008",4,5.202,0,0.8
"3/11/2008",0.6,4.824,0,0.5
"3/12/2008",-0.5,4.677,0,0.4
"3/13/2008",2.2,4.134,0,0.7
"3/14/2008",4.1,5.083,5.8,0.9
"3/15/2008",6.3,4.226,1.8,1.2
"3/16/2008",4.6,5.332,3.1,1
"3/17/2008",4.4,4.398,0.7,1
"3/18/2008",3.7,5.528,0.2,0.9
"3/19/2008",4,3.958,0,1
"3/20/2008",4.7,6.485,0.9,1
"3/21/2008",7.9,4.365,1.8,1.4
"3/22/2008",9.6,5.869,0,1.6
"3/23/2008",11.7,3.834,0,1.8
"3/24/2008",12.7,3.055,0,2
"3/25/2008",13.3,6.157,0,2
"3/26/2008",9.9,5.059,21,1.7
"3/27/2008",2.8,11.302,1,0.9
"3/28/2008",2,6.908,0,0.8
"3/29/2008",2.3,7.624,0,0.9
"3/30/2008",2,6.674,0,0.8
"3/31/2008",1.4,5.53,0,0.8
"4/1/2008",0.2,6.873,10.4,0.6
"4/2/2008",1.4,7.903,0.1,0.8
"4/3/2008",0.2,5.411,0,0.6
"4/4/2008",0.6,6.229,0,0.7
"4/5/2008",3.6,4.522,0,1.1
"4/6/2008",8.2,4.171,0,1.6
"4/7/2008",9.1,3.79,0,1.8
"4/8/2008",6.8,4.32,0,1.5
"4/9/2008",6.7,3.484,0,1.5
"4/10/2008",9.2,4.122,0.7,1.9
"4/11/2008",9.5,3.694,0.1,1.9
"4/12/2008",8.5,2.983,0,1.8
"4/13/2008",8,3.066,5.6,1.7
"4/14/2008",8.2,3.276,0,1.8
"4/15/2008",7.7,3.327,0,1.7
"4/16/2008",9.6,2.92,0.6,2
"4/17/2008",8.4,3.499,10.2,1.8
"4/18/2008",9.1,3.885,0,2
"4/19/2008",12.8,3.273,0,2.5
"4/20/2008",13.5,2.617,0,2.6
"4/21/2008",15.3,2.433,0,2.9
"4/22/2008",14.5,2.709,5.8,2.8
"4/23/2008",8.6,2.598,5.9,1.9
"4/24/2008",8.8,3.211,0,2
"4/25/2008",9.2,2.626,0,2.1
"4/26/2008",11.8,2.102,0,2.5
"4/27/2008",13,2.16,0.3,2.7
"4/28/2008",13,2.218,9,2.6
"4/29/2008",10.3,4.186,8.7,2.3
"4/30/2008",9.8,5.335,1.3,2.2
"5/1/2008",8.5,2.801,3.4,2
"5/2/2008",6.6,2.502,4.1,1.7
"5/3/2008",6.8,3.286,5.4,1.8
"5/4/2008",8.5,3.408,0,2.1
"5/5/2008",10.7,3.755,0,2.4
"5/6/2008",14,3.501,0,2.9
"5/7/2008",13.2,3.344,1.3,2.9
"5/8/2008",12.7,3.677,15.9,2.8
